ResultID,RaceID,DriverID,TeamID,Pos,Points,Standings,LapTime
1,1,11,MER,1,25,Finished,01:32:03.897
2,1,10,RBR,2,18,Finished,+0.745
3,1,18,MER,3,16,Finished,+37.383
4,1,16,MCL,4,12,Finished,+46.466
5,1,17,RBR,5,10,Finished,+52.047
6,1,12,FER,6,8,Finished,+59.090
7,1,20,MCL,7,6,Finished,+66.004
8,1,21,FER,8,4,Finished,+67.100
9,1,23,AT,9,2,Finished,+85.692
10,1,26,AMR,10,1,Finished,+86.713
11,1,33,SAU,11,0,Finished,+88.864
12,1,34,SAU,12,0,Finished,+1 Lap
13,1,24,ALP,13,0,Finished,+1 Lap
14,1,22,WIL,14,0,Finished,+1 Lap
15,1,32,AMR,15,0,Finished,+1 Lap
16,1,30,HAS,16,0,Finished,+1 Lap
17,1,8,AT,NULL,0,DNF,NULL
18,1,31,WIL,NULL,0,DNF,NULL
19,1,25,ALP,NULL,0,DNF,NULL
20,1,36,HAS,NULL,0,DNF,NULL
21,2,10,RBR,1,25,Finished,02:02:34.598
22,2,11,MER,2,19,Finished,+22.000
23,2,16,MCL,3,15,Finished,+23.702
24,2,12,FER,4,12,Finished,+25.579
25,2,21,FER,5,10,Finished,+27.036
26,2,20,MCL,6,8,Finished,+51.220
27,2,8,AT,7,6,Finished,+52.818
28,2,26,AMR,8,4,Finished,+56.909
29,2,24,ALP,9,2,Finished,+65.704
30,2,25,ALP,10,1,Finished,+66.561
31,2,17,RBR,11,0,Finished,+67.151
32,2,23,AT,12,0,Finished,+73.184
33,2,33,SAU,13,0,Finished,+94.773
34,2,34,SAU,14,0,Finished,+1 Lap
35,2,32,AMR,NULL,0,DNF,NULL
36,2,30,HAS,16,0,Finished,+2 Laps
37,2,36,HAS,17,0,Finished,+2 Laps
38,2,18,MER,NULL,0,DNF,NULL
39,2,22,WIL,NULL,0,DNF,NULL
40,2,31,WIL,NULL,0,DNF,NULL
41,3,11,MER,1,25,Finished,01:34:31.421
42,3,10,RBR,2,18,Finished,+29.148
43,3,18,MER,3,16,Finished,+33.530
44,3,17,RBR,4,12,Finished,+39.735
45,3,16,MCL,5,10,Finished,+51.369
46,3,12,FER,6,8,Finished,+55.781
47,3,24,ALP,7,6,Finished,+63.749
48,3,25,ALP,8,4,Finished,+64.808
49,3,20,MCL,9,2,Finished,+75.369
50,3,8,AT,10,1,Finished,+76.463
51,3,21,FER,11,0,Finished,+78.955
52,3,34,SAU,12,0,Finished,+1 Lap
53,3,32,AMR,13,0,Finished,+1 Lap
54,3,26,AMR,14,0,Finished,+1 Lap
55,3,23,AT,15,0,Finished,+1 Lap
56,3,22,WIL,16,0,Finished,+1 Lap
57,3,30,HAS,17,0,Finished,+2 Laps
58,3,31,WIL,18,0,Finished,+2 Laps
59,3,36,HAS,19,0,Finished,+2 Laps
60,3,33,SAU,NULL,0,DNF,NULL
61,4,11,MER,1,25,Finished,01:33:07.680
62,4,10,RBR,2,19,Finished,+15.841
63,4,18,MER,3,15,Finished,+26.610
64,4,12,FER,4,12,Finished,+54.616
65,4,17,RBR,5,10,Finished,+63.671
66,4,20,MCL,6,8,Finished,+73.768
67,4,21,FER,7,6,Finished,+74.670
68,4,16,MCL,8,4,Finished,+1 Lap
69,4,24,ALP,9,2,Finished,+1 Lap
70,4,8,AT,10,1,Finished,+1 Lap
71,4,26,AMR,11,0,Finished,+1 Lap
72,4,33,SAU,12,0,Finished,+1 Lap
73,4,32,AMR,13,0,Finished,+1 Lap
74,4,22,WIL,14,0,Finished,+1 Lap
75,4,34,SAU,15,0,Finished,+1 Lap
76,4,31,WIL,16,0,Finished,+1 Lap
77,4,25,ALP,17,0,Finished,+1 Lap
78,4,30,HAS,18,0,Finished,+2 Laps
79,4,36,HAS,19,0,Finished,+2 Laps
80,4,23,AT,NULL,0,DNF,NULL
81,5,10,RBR,1,25,Finished,01:38:56.820
82,5,21,FER,2,18,Finished,+8.968
83,5,16,MCL,3,15,Finished,+19.427
84,5,17,RBR,4,12,Finished,+20.490
85,5,32,AMR,5,10,Finished,+52.591
86,5,8,AT,6,8,Finished,+53.896
87,5,11,MER,7,7,Finished,+68.231
88,5,26,AMR,8,4,Finished,+1 Lap
89,5,24,ALP,9,2,Finished,+1 Lap
90,5,34,SAU,10,1,Finished,+1 Lap
91,5,33,SAU,11,0,Finished,+1 Lap
92,5,20,MCL,12,0,Finished,+1 Lap
93,5,25,ALP,13,0,Finished,+1 Lap
94,5,22,WIL,14,0,Finished,+1 Lap
95,5,31,WIL,15,0,Finished,+1 Lap
96,5,23,AT,16,0,Finished,+1 Lap
97,5,36,HAS,17,0,Finished,+3 Laps
98,5,30,HAS,18,0,Finished,+3 Laps
99,5,18,MER,NULL,0,DNF,NULL
100,5,12,FER,NULL,0,DNS,NULL
101,6,17,RBR,1,25,Finished,02:13:36.410
102,6,32,AMR,2,18,Finished,+1.385
103,6,8,AT,3,15,Finished,+2.762
104,6,12,FER,4,12,Finished,+3.828
105,6,16,MCL,5,10,Finished,+4.754
106,6,25,ALP,6,8,Finished,+6.382
107,6,23,AT,7,6,Finished,+6.624
108,6,21,FER,8,4,Finished,+7.709
109,6,20,MCL,9,2,Finished,+8.874
110,6,33,SAU,10,1,Finished,+9.576
111,6,34,SAU,11,0,Finished,+10.254
112,6,18,MER,12,0,Finished,+11.264
113,6,30,HAS,13,0,Finished,+14.241
114,6,36,HAS,14,0,Finished,+14.315
115,6,11,MER,15,0,Finished,+17.668
116,6,31,WIL,16,0,Finished,+42.379
117,6,22,WIL,NULL,0,DNF,NULL
118,6,10,RBR,NULL,0,DNF,NULL
119,6,26,AMR,NULL,0,DNF,NULL
120,6,24,ALP,NULL,0,DNF,NULL
121,7,10,RBR,1,25,Finished,01:27:25.770
122,7,11,MER,2,18,Finished,+2.904
123,7,17,RBR,3,15,Finished,+8.811
124,7,18,MER,4,12,Finished,+14.618
125,7,16,MCL,5,10,Finished,+64.032
126,7,20,MCL,6,8,Finished,+75.857
127,7,8,AT,7,6,Finished,+76.596
128,7,25,ALP,8,4,Finished,+77.695
129,7,32,AMR,9,2,Finished,+79.666
130,7,26,AMR,10,1,Finished,+91.946
131,7,21,FER,11,0,Finished,+99.337
132,7,22,WIL,12,0,Finished,+1 Lap
133,7,23,AT,13,0,Finished,+1 Lap
134,7,24,ALP,14,0,Finished,+1 Lap
135,7,34,SAU,15,0,Finished,+1 Lap
136,7,12,FER,16,0,Finished,+1 Lap
137,7,33,SAU,17,0,Finished,+1 Lap
138,7,31,WIL,18,0,Finished,+1 Lap
139,7,30,HAS,19,0,Finished,+1 Lap
140,7,36,HAS,20,0,Finished,+1 Lap
141,8,10,RBR,1,25,Finished,01:22:18.925
142,8,11,MER,2,19,Finished,+35.743
143,8,18,MER,3,15,Finished,+46.907
144,8,17,RBR,4,12,Finished,+47.434
145,8,16,MCL,5,10,Finished,+1 Lap
146,8,21,FER,6,8,Finished,+1 Lap
147,8,12,FER,7,6,Finished,+1 Lap
148,8,26,AMR,8,4,Finished,+1 Lap
149,8,25,ALP,9,2,Finished,+1 Lap
150,8,23,AT,10,1,Finished,+1 Lap
151,8,33,SAU,11,0,Finished,+1 Lap
152,8,32,AMR,12,0,Finished,+1 Lap
153,8,20,MCL,13,0,Finished,+1 Lap
154,8,24,ALP,14,0,Finished,+1 Lap
155,8,34,SAU,15,0,Finished,+1 Lap
156,8,30,HAS,16,0,Finished,+2 Laps
157,8,31,WIL,17,0,Finished,+3 Laps
158,8,36,HAS,18,0,Finished,+3 Laps
159,8,22,WIL,NULL,0,DNF,NULL
160,8,8,AT,NULL,0,DNF,NULL
161,9,10,RBR,1,25,Finished,01:23:54.543
162,9,18,MER,2,18,Finished,+17.973
163,9,16,MCL,3,15,Finished,+20.019
164,9,11,MER,4,12,Finished,+46.452
165,9,21,FER,5,10,Finished,+57.144
166,9,17,RBR,6,8,Finished,+57.915
167,9,20,MCL,7,6,Finished,+60.395
168,9,12,FER,8,4,Finished,+61.195
169,9,8,AT,9,2,Finished,+61.844
170,9,25,ALP,10,1,Finished,+1 Lap
171,9,22,WIL,11,0,Finished,+1 Lap
172,9,23,AT,12,0,Finished,+1 Lap
173,9,26,AMR,13,0,Finished,+1 Lap
174,9,34,SAU,14,0,Finished,+1 Lap
175,9,33,SAU,15,0,Finished,+1 Lap
176,9,31,WIL,16,0,Finished,+1 Lap
177,9,32,AMR,NULL,0,DNF,NULL
178,9,30,HAS,18,0,Finished,+2 Laps
179,9,36,HAS,19,0,Finished,+2 Laps
180,9,24,ALP,NULL,0,DNF,NULL
181,10,11,MER,1,25,Finished,01:58:23.284
182,10,12,FER,2,18,Finished,+3.871
183,10,18,MER,3,15,Finished,+11.125
184,10,16,MCL,4,12,Finished,+28.573
185,10,20,MCL,5,10,Finished,+42.624
186,10,21,FER,6,8,Finished,+43.454
187,10,25,ALP,7,6,Finished,+72.093
188,10,26,AMR,8,4,Finished,+74.289
189,10,24,ALP,9,2,Finished,+76.162
190,10,23,AT,10,1,Finished,+82.065
191,10,8,AT,11,0,Finished,+85.327
192,10,22,WIL,12,0,Finished,+1 Lap
193,10,34,SAU,13,0,Finished,+1 Lap
194,10,31,WIL,14,0,Finished,+1 Lap
195,10,33,SAU,15,0,Finished,+1 Lap
196,10,17,RBR,16,0,Finished,+1 Lap
197,10,36,HAS,17,0,Finished,+1 Lap
198,10,30,HAS,18,0,Finished,+1 Lap
199,10,32,AMR,NULL,0,DNF,NULL
200,10,10,RBR,NULL,0,DNF,NULL
201,11,24,ALP,1,25,Finished,02:04:43.199
202,11,32,AMR,NULL,0,DSQ,NULL
203,11,11,MER,2,18,Finished,+2.736
204,11,21,FER,3,15,Finished,+15.018
205,11,25,ALP,4,12,Finished,+15.651
206,11,8,AT,5,10,Finished,+63.614
207,11,23,AT,6,8,Finished,+75.803
208,11,31,WIL,7,6,Finished,+77.910
209,11,22,WIL,8,4,Finished,+79.094
210,11,10,RBR,9,2,Finished,+80.244
211,11,33,SAU,10,1,Finished,+1 Lap
212,11,20,MCL,11,0,Finished,+1 Lap
213,11,30,HAS,12,0,Finished,+1 Lap
214,11,34,SAU,13,0,Finished,+1 Lap
215,11,36,HAS,NULL,0,DNF,NULL
216,11,16,MCL,NULL,0,DNF,NULL
217,11,18,MER,NULL,0,DNF,NULL
218,11,17,RBR,NULL,0,DNF,NULL
219,11,12,FER,NULL,0,DNF,NULL
220,11,26,AMR,NULL,0,DNF,NULL
221,12,10,RBR,1,12.5,Finished,00:03:27.071
222,12,22,WIL,2,9,Finished,+1.995
223,12,11,MER,3,7.5,Finished,+2.601
224,12,20,MCL,4,6,Finished,+4.496
225,12,32,AMR,5,5,Finished,+7.479
226,12,8,AT,6,4,Finished,+10.177
227,12,24,ALP,7,3,Finished,+11.579
228,12,12,FER,8,2,Finished,+12.608
229,12,31,WIL,9,1,Finished,+15.484
230,12,21,FER,10,0.5,Finished,+16.166
231,12,25,ALP,11,0,Finished,+20.590
232,12,18,MER,12,0,Finished,+22.414
233,12,34,SAU,13,0,Finished,+24.163
234,12,16,MCL,14,0,Finished,+27.109
235,12,23,AT,15,0,Finished,+28.329
236,12,30,HAS,16,0,Finished,+29.507
237,12,36,HAS,17,0,Finished,+31.993
238,12,33,SAU,18,0,Finished,+36.054
239,12,17,RBR,19,0,Finished,+38.205
240,12,26,AMR,20,0,Finished,+44.108
241,13,10,RBR,1,25,Finished,01:30:05.395
242,13,11,MER,2,19,Finished,+20.932
243,13,18,MER,3,15,Finished,+56.460
244,13,8,AT,4,12,Finished,+1 Lap
245,13,12,FER,5,10,Finished,+1 Lap
246,13,25,ALP,6,8,Finished,+1 Lap
247,13,21,FER,7,6,Finished,+1 Lap
248,13,17,RBR,8,4,Finished,+1 Lap
249,13,24,ALP,9,2,Finished,+1 Lap
250,13,16,MCL,10,1,Finished,+1 Lap
251,13,20,MCL,11,0,Finished,+1 Lap
252,13,26,AMR,12,0,Finished,+2 Laps
253,13,32,AMR,13,0,Finished,+2 Laps
254,13,34,SAU,14,0,Finished,+2 Laps
255,13,35,SAU,15,0,Finished,+2 Laps
256,13,31,WIL,16,0,Finished,+2 Laps
257,13,22,WIL,NULL,0,DNF,NULL
258,13,30,HAS,18,0,Finished,+3 Laps
259,13,23,AT,NULL,0,DNF,NULL
260,13,36,HAS,NULL,0,DNF,NULL
261,14,20,MCL,1,26,Finished,01:21:54.365
262,14,16,MCL,2,18,Finished,+1.747
263,14,18,MER,3,15,Finished,+4.921
264,14,12,FER,4,12,Finished,+7.309
265,14,17,RBR,5,10,Finished,+8.723
266,14,21,FER,6,8,Finished,+10.535
267,14,26,AMR,7,6,Finished,+15.804
268,14,25,ALP,8,4,Finished,+17.201
269,14,22,WIL,9,2,Finished,+19.742
270,14,24,ALP,10,1,Finished,+20.868
271,14,31,WIL,11,0,Finished,+23.743
272,14,32,AMR,12,0,Finished,+24.621
273,14,34,SAU,13,0,Finished,+27.216
274,14,35,SAU,14,0,Finished,+29.769
275,14,30,HAS,15,0,Finished,+51.088
276,14,36,HAS,NULL,0,DNF,NULL
277,14,11,MER,NULL,0,DNF,NULL
278,14,10,RBR,NULL,0,DNF,NULL
279,14,8,AT,NULL,0,DNF,NULL
280,14,23,AT,NULL,0,DNS,NULL
281,15,11,MER,1,25,Finished,01:30:41.001
282,15,10,RBR,2,18,Finished,+53.271
283,15,21,FER,3,15,Finished,+62.475
284,15,20,MCL,4,12,Finished,+65.607
285,15,18,MER,5,10,Finished,+67.533
286,15,25,ALP,6,8,Finished,+81.321
287,15,16,MCL,7,7,Finished,+87.224
288,15,33,SAU,8,4,Finished,+88.955
289,15,17,RBR,9,2,Finished,+90.076
290,15,22,WIL,10,1,Finished,+100.551
291,15,26,AMR,11,0,Finished,+116.198
292,15,32,AMR,12,0,Finished,+1 Lap
293,15,8,AT,13,0,Finished,+1 Lap
294,15,24,ALP,14,0,Finished,+1 Lap
295,15,12,FER,15,0,Finished,+1 Lap
296,15,34,SAU,16,0,Finished,+1 Lap
297,15,23,AT,17,0,Finished,+1 Lap
298,15,36,HAS,18,0,Finished,+2 Laps
299,15,31,WIL,NULL,0,DNF,NULL
300,15,30,HAS,NULL,0,DNF,NULL
301,16,18,MER,1,26,Finished,01:31:04.103
302,16,10,RBR,2,18,Finished,+14.584
303,16,17,RBR,3,15,Finished,+33.471
304,16,12,FER,4,12,Finished,+37.814
305,16,11,MER,5,10,Finished,+41.812
306,16,8,AT,6,8,Finished,+44.292
307,16,16,MCL,7,6,Finished,+47.213
308,16,21,FER,8,4,Finished,+51.526
309,16,26,AMR,9,2,Finished,+82.018
310,16,24,ALP,10,1,Finished,+1 Lap
311,16,34,SAU,11,0,Finished,+1 Lap
312,16,33,SAU,12,0,Finished,+1 Lap
313,16,20,MCL,13,0,Finished,+1 Lap
314,16,23,AT,14,0,Finished,+1 Lap
315,16,22,WIL,15,0,Finished,+1 Lap
316,16,25,ALP,16,0,Finished,+1 Lap
317,16,31,WIL,17,0,Finished,+1 Lap
318,16,32,AMR,18,0,Finished,+1 Lap
319,16,30,HAS,19,0,Finished,+2 Laps
320,16,36,HAS,20,0,Finished,+2 Laps
321,17,10,RBR,1,25,Finished,01:34:36.552
322,17,11,MER,2,19,Finished,+1.333
323,17,17,RBR,3,15,Finished,+42.223
324,17,12,FER,4,12,Finished,+52.246
325,17,20,MCL,5,10,Finished,+76.854
326,17,18,MER,6,8,Finished,+80.128
327,17,21,FER,7,6,Finished,+83.545
328,17,16,MCL,8,4,Finished,+84.395
329,17,23,AT,9,2,Finished,+1 Lap
330,17,32,AMR,10,1,Finished,+1 Lap
331,17,34,SAU,11,0,Finished,+1 Lap
332,17,26,AMR,12,0,Finished,+1 Lap
333,17,33,SAU,13,0,Finished,+1 Lap
334,17,22,WIL,14,0,Finished,+1 Lap
335,17,31,WIL,15,0,Finished,+1 Lap
336,17,30,HAS,16,0,Finished,+2 Laps
337,17,36,HAS,17,0,Finished,+2 Laps
338,17,25,ALP,NULL,0,DNF,NULL
339,17,24,ALP,NULL,0,DNF,NULL
340,17,8,AT,NULL,0,DNF,NULL
341,18,10,RBR,1,25,Finished,01:38:39.086
342,18,11,MER,2,18,Finished,+16.555
343,18,17,RBR,3,15,Finished,+17.752
344,18,8,AT,4,12,Finished,+63.845
345,18,12,FER,5,10,Finished,+81.037
346,18,21,FER,6,8,Finished,+1 Lap
347,18,32,AMR,7,6,Finished,+1 Lap
348,18,33,SAU,8,4,Finished,+1 Lap
349,18,25,ALP,9,2,Finished,+1 Lap
350,18,16,MCL,10,1,Finished,+1 Lap
351,18,34,SAU,11,0,Finished,+1 Lap
352,18,20,MCL,12,0,Finished,+1 Lap
353,18,24,ALP,13,0,Finished,+1 Lap
354,18,26,AMR,14,0,Finished,+2 Laps
355,18,18,MER,15,0,Finished,+2 Laps
356,18,22,WIL,16,0,Finished,+2 Laps
357,18,31,WIL,17,0,Finished,+2 Laps
358,18,36,HAS,18,0,Finished,+3 Laps
359,18,30,HAS,NULL,0,DNF,NULL
360,18,23,AT,NULL,0,DNF,NULL
361,19,11,MER,1,25,Finished,01:32:22.851
362,19,10,RBR,2,18,Finished,+10.496
363,19,18,MER,3,15,Finished,+13.576
364,19,17,RBR,4,13,Finished,+39.940
365,19,12,FER,5,10,Finished,+49.517
366,19,21,FER,6,8,Finished,+51.820
367,19,8,AT,7,6,Finished,+1 Lap
368,19,24,ALP,8,4,Finished,+1 Lap
369,19,25,ALP,9,2,Finished,+1 Lap
370,19,16,MCL,10,1,Finished,+1 Lap
371,19,32,AMR,11,0,Finished,+1 Lap
372,19,33,SAU,12,0,Finished,+1 Lap
373,19,22,WIL,13,0,Finished,+1 Lap
374,19,34,SAU,14,0,Finished,+1 Lap
375,19,23,AT,15,0,Finished,+1 Lap
376,19,31,WIL,16,0,Finished,+1 Lap
377,19,36,HAS,17,0,Finished,+2 Laps
378,19,30,HAS,18,0,Finished,+2 Laps
379,19,20,MCL,NULL,0,DNF,NULL
380,19,26,AMR,NULL,0,DNF,NULL
381,20,11,MER,1,25,Finished,01:24:28.471
382,20,10,RBR,2,19,Finished,+25.743
383,20,25,ALP,3,15,Finished,+59.457
384,20,17,RBR,4,12,Finished,+62.306
385,20,24,ALP,5,10,Finished,+80.570
386,20,26,AMR,6,8,Finished,+81.274
387,20,21,FER,7,6,Finished,+81.911
388,20,12,FER,8,4,Finished,+83.126
389,20,16,MCL,9,2,Finished,+1 Lap
390,20,32,AMR,10,1,Finished,+1 Lap
391,20,8,AT,11,0,Finished,+1 Lap
392,20,20,MCL,12,0,Finished,+1 Lap
393,20,23,AT,13,0,Finished,+1 Lap
394,20,33,SAU,14,0,Finished,+1 Lap
395,20,34,SAU,15,0,Finished,+1 Lap
396,20,30,HAS,16,0,Finished,+1 Lap
397,20,22,WIL,17,0,Finished,+2 Laps
398,20,36,HAS,18,0,Finished,+2 Laps
399,20,31,WIL,NULL,0,DNF,NULL
400,20,18,MER,NULL,0,DNF,NULL
401,21,11,MER,1,26,Finished,02:06:15.118
402,21,10,RBR,2,18,Finished,+21.825
403,21,18,MER,3,15,Finished,+27.531
404,21,24,ALP,4,12,Finished,+27.633
405,21,20,MCL,5,10,Finished,+40.121
406,21,8,AT,6,8,Finished,+41.613
407,21,12,FER,7,6,Finished,+44.475
408,21,21,FER,8,4,Finished,+46.606
409,21,34,SAU,9,2,Finished,+58.505
410,21,16,MCL,10,1,Finished,+61.358
411,21,26,AMR,11,0,Finished,+77.212
412,21,31,WIL,12,0,Finished,+83.249
413,21,25,ALP,13,0,Finished,+1 Lap
414,21,23,AT,14,0,Finished,+1 Lap
415,21,33,SAU,15,0,Finished,+1 Lap
416,21,32,AMR,NULL,0,DNF,NULL
417,21,17,RBR,NULL,0,DNF,NULL
418,21,36,HAS,NULL,0,DNF,NULL
419,21,22,WIL,NULL,0,DNF,NULL
420,21,30,HAS,NULL,0,DNF,NULL
421,22,10,RBR,1,26,Finished,01:30:17.345
422,22,11,MER,2,18,Finished,+2.256
423,22,21,FER,3,15,Finished,+5.173
424,22,23,AT,4,12,Finished,+5.692
425,22,8,AT,5,10,Finished,+6.531
426,22,18,MER,6,8,Finished,+7.463
427,22,16,MCL,7,6,Finished,+59.200
428,22,25,ALP,8,4,Finished,+61.708
429,22,24,ALP,9,2,Finished,+64.026
430,22,12,FER,10,1,Finished,+66.057
431,22,32,AMR,11,0,Finished,+67.527
432,22,20,MCL,12,0,Finished,+1 Lap
433,22,26,AMR,13,0,Finished,+1 Lap
434,22,30,HAS,14,0,Finished,+1 Lap
435,22,17,RBR,NULL,0,DNF,NULL
436,22,31,WIL,NULL,0,DNF,NULL
437,22,34,SAU,NULL,0,DNF,NULL
438,22,22,WIL,NULL,0,DNF,NULL
439,22,33,SAU,NULL,0,DNF,NULL
440,23,12,FER,1,26,Finished,01:37:33.584
441,23,21,FER,2,18,Finished,+5.598
442,23,11,MER,3,15,Finished,+9.675
443,23,22,MER,4,12,Finished,+11.211
444,23,15,HAS,5,10,Finished,+14.754
445,23,18,SAU,6,8,Finished,+16.119
446,23,24,ALP,7,6,Finished,+19.423
447,23,23,AT,8,4,Finished,+20.386
448,23,25,ALP,9,2,Finished,+22.390
449,23,27,SAU,10,1,Finished,+23.064
450,23,30,HAS,11,0,Finished,+32.574
451,23,26,AMR,12,0,Finished,+45.873
452,23,1,WIL,13,0,Finished,+53.932
453,23,20,MCL,14,0,Finished,+54.975
454,23,16,MCL,15,0,Finished,+56.335
455,23,31,WIL,16,0,Finished,+61.795
456,23,13,AMR,17,0,Finished,+63.829
457,23,17,RBR,NULL,0,DNF,NULL
458,23,10,RBR,NULL,0,DNF,NULL
459,23,8,AT,NULL,0,DNF,NULL
460,24,10,RBR,1,25,Finished,01:24:19.293
461,24,12,FER,2,19,Finished,+0.549
462,24,21,FER,3,15,Finished,+8.097
463,24,17,RBR,4,12,Finished,+10.800
464,24,22,MER,5,10,Finished,+32.732
465,24,24,ALP,6,8,Finished,+56.017
466,24,16,MCL,7,6,Finished,+56.124
467,24,8,AT,8,4,Finished,+62.946
468,24,15,HAS,9,2,Finished,+64.308
469,24,11,MER,10,1,Finished,+73.948
470,24,27,SAU,11,0,Finished,+82.215
471,24,13,AMR,12,0,Finished,+91.742
472,24,26,AMR,13,0,Finished,+1 Lap
473,24,1,WIL,NULL,0,DNF,NULL
474,24,18,SAU,NULL,0,DNF,NULL
475,24,25,ALP,NULL,0,DNF,NULL
476,24,20,MCL,NULL,0,DNF,NULL
477,24,31,WIL,NULL,0,DNF,NULL
478,24,23,AT,NULL,0,DNS,NULL
479,25,12,FER,1,26,Finished,01:27:46.548
480,25,17,RBR,2,18,Finished,+20.524
481,25,22,MER,3,15,Finished,+25.593
482,25,11,MER,4,12,Finished,+28.543
483,25,16,MCL,5,10,Finished,+53.303
484,25,20,MCL,6,8,Finished,+53.737
485,25,24,ALP,7,6,Finished,+61.683
486,25,18,SAU,8,4,Finished,+68.439
487,25,8,AT,9,2,Finished,+76.221
488,25,1,WIL,10,1,Finished,+79.382
489,25,27,SAU,11,0,Finished,+81.695
490,25,26,AMR,12,0,Finished,+88.598
491,25,30,HAS,13,0,Finished,+1 Lap
492,25,15,HAS,14,0,Finished,+1 Lap
493,25,23,AT,15,0,Finished,+1 Lap
494,25,31,WIL,16,0,Finished,+1 Lap
495,25,25,ALP,17,0,Finished,+1 Lap
496,25,10,RBR,NULL,0,DNF,NULL
497,25,32,AMR,NULL,0,DNF,NULL
498,25,21,FER,NULL,0,DNF,NULL
499,26,10,RBR,1,26,Finished,01:32:07.986
500,26,17,RBR,2,18,Finished,+16.527
501,26,16,MCL,3,15,Finished,+34.834
502,26,22,MER,4,12,Finished,+42.506
503,26,18,SAU,5,10,Finished,+43.181
504,26,12,FER,6,8,Finished,+56.072
505,26,23,AT,7,6,Finished,+61.110
506,26,32,AMR,8,4,Finished,+70.892
507,26,15,HAS,9,2,Finished,+75.260
508,26,26,AMR,10,1,Finished,+1 Lap
509,26,1,WIL,11,0,Finished,+1 Lap
510,26,8,AT,12,0,Finished,+1 Lap
511,26,11,MER,13,0,Finished,+1 Lap
512,26,24,ALP,14,0,Finished,+1 Lap
513,26,27,SAU,15,0,Finished,+1 Lap
514,26,31,WIL,16,0,Finished,+1 Lap
515,26,30,HAS,17,0,Finished,+1 Lap
516,26,20,MCL,18,0,Finished,+1 Lap
517,26,25,ALP,NULL,0,DNF,NULL
518,26,21,FER,NULL,0,DNF,NULL
519,27,10,RBR,1,26,Finished,01:34:24.258
520,27,12,FER,2,18,Finished,+3.786
521,27,21,FER,3,15,Finished,+8.229
522,27,17,RBR,4,12,Finished,+10.638
523,27,22,MER,5,10,Finished,+18.582
524,27,11,MER,6,8,Finished,+21.368
525,27,18,SAU,7,6,Finished,+25.073
526,27,24,ALP,8,4,Finished,+28.386
527,27,1,WIL,9,2,Finished,+32.365
528,27,26,AMR,10,1,Finished,+37.026
529,27,25,ALP,11,0,Finished,+37.128
530,27,23,AT,12,0,Finished,+40.146
531,27,20,MCL,13,0,Finished,+40.902
532,27,31,WIL,14,0,Finished,+49.936
533,27,30,HAS,15,0,Finished,+73.305
534,27,15,HAS,NULL,0,DNF,NULL
535,27,32,AMR,NULL,0,DNF,NULL
536,27,8,AT,NULL,0,DNF,NULL
537,27,16,MCL,NULL,0,DNF,NULL
538,27,27,SAU,NULL,0,DNF,NULL
539,28,10,RBR,1,25,Finished,01:37:20.475
540,28,17,RBR,2,19,Finished,+13.072
541,28,22,MER,3,15,Finished,+32.927
542,28,21,FER,4,12,Finished,+45.208
543,28,11,MER,5,10,Finished,+54.534
544,28,18,SAU,6,8,Finished,+59.976
545,28,24,ALP,7,6,Finished,+75.397
546,28,16,MCL,8,4,Finished,+83.235
547,28,25,ALP,9,2,Finished,+1 Lap
548,28,23,AT,10,1,Finished,+1 Lap
549,28,32,AMR,11,0,Finished,+1 Lap
550,28,20,MCL,12,0,Finished,+1 Lap
551,28,8,AT,13,0,Finished,+1 Lap
552,28,30,HAS,14,0,Finished,+1 Lap
553,28,26,AMR,15,0,Finished,+1 Lap
554,28,31,WIL,16,0,Finished,+2 Laps
555,28,15,HAS,17,0,Finished,+2 Laps
556,28,1,WIL,18,0,Finished,+2 Laps
557,28,27,SAU,NULL,0,DNF,NULL
558,28,12,FER,NULL,0,DNF,NULL
559,29,17,RBR,1,25,Finished,01:56:30.265
560,29,21,FER,2,18,Finished,+1.154
561,29,10,RBR,3,15,Finished,+1.491
562,29,12,FER,4,12,Finished,+2.922
563,29,22,MER,5,10,Finished,+11.968
564,29,16,MCL,6,9,Finished,+12.231
565,29,25,ALP,7,6,Finished,+46.358
566,29,11,MER,8,4,Finished,+50.388
567,29,18,SAU,9,2,Finished,+52.525
568,29,32,AMR,10,1,Finished,+53.536
569,29,8,AT,11,0,Finished,+54.289
570,29,24,ALP,12,0,Finished,+55.644
571,29,20,MCL,13,0,Finished,+57.635
572,29,26,AMR,14,0,Finished,+60.802
573,29,31,WIL,15,0,Finished,+1 Lap
574,29,27,SAU,16,0,Finished,+1 Lap
575,29,23,AT,17,0,Finished,+1 Lap
576,29,1,WIL,NULL,0,DNF,NULL
577,29,30,HAS,NULL,0,DNF,NULL
578,29,15,HAS,NULL,0,DNF,NULL
579,30,10,RBR,1,25,Finished,01:34:05.941
580,30,17,RBR,2,19,Finished,+20.823
581,30,22,MER,3,15,Finished,+45.995
582,30,11,MER,4,12,Finished,+71.679
583,30,8,AT,5,10,Finished,+77.299
584,30,32,AMR,6,8,Finished,+84.099
585,30,25,ALP,7,6,Finished,+88.596
586,30,20,MCL,8,4,Finished,+92.207
587,30,16,MCL,9,2,Finished,+92.556
588,30,24,ALP,10,1,Finished,+108.184
589,30,18,SAU,11,0,Finished,+1 Lap
590,30,1,WIL,12,0,Finished,+1 Lap
